X,Y,OBJECTID,Lab_Num,Sample_Typ,Sample_ID,Medium,Region,Location,Latitude,Longitude,Date_Col,Time_Col,Date_Rec,Date_Extrc,Date_Analy,Mass__Vol_Extrc,Dry_Samp_Mass,Moisture,RL,Measure,Naph,F2_MeNaph,F1_MeNaph,F2_6_MeNaph,F2_3_5_MeNaph,C1_Naph,C2_Naph,C3_Naph,C4_Naph,Biphenyl,Acy,Ace,Fluor,F1_MeFluor,C1_Fluor,C2_Fluor,C3_Fluor,DBT,F4_MeDBT,C1_DBT,C2_DBT,C3_DBT,Phen,F1_MePhen,F3_6_DiMePh,C1_Phen_Ant,C2_Phen_Ant,C3_Phen_Ant,C4_Phen_Ant,Ant,Fluorant,F2_MeFluorant,C1_Fluorant_Pyr,C2_Fluorant_Pyr,C3_Fluorant_Pyr,C4_Fluorant_Pyr,Pyr,B_a_Ant,Chry,C1_Chry,C2_Chry,C3_Chry,C4_Chry,B_b_Fluorant,B_k_Fluorant,B_e_Pyr,B_a_Pyr,Pery,IDP,D_a_h_Ant,C1_D_a_h_Ant,C2_D_a_h_Ant,C3_D_a_h_Ant,B_g_h_i_Pe,Sum_PAH,Per_Recov,Naph_d8,Biphen_d10,Ace_d10,Phen_d10,Pyr_d10,B_a_Ant_d12,Pery_d12,Chry_d12,B_g_h_i_Pery_d12,Avg_Recov,B_b_ThPh,C1_B_b_ThPh,C2_B_b_ThPh,C3_B_b_ThPh,C4_B_b_ThPh,cis_Dec,trans_Dec,Dec,C1_Dec,C2_Dec,C3_Dec,C4_Dec,Ret,B_b_NTP,C1_B_b_NTP,C2_B_b_NTP,C3_B_b_NTP,C4_B_b_NTP,B_a_Pyr_d12,DBF,F1_MeDBT,F2_MeDBT,C4_DBT,F2_MePhen,F3_MePhen,F9_MePhen,F2_MeAnt,B_a_Fluorant,Fluor_d10,Fluorant_d10,Terph_d14,F1Me_Naph_d10
-13518309.4562,4837935.5543,1,1910013-028,Sediment,ED1100719SD01,Sediment Grab,Feather River Canyon,Pulga,39.807,-121.43704,2019-10-07 00:00:00+00:00,1899/12/30 10:36:00+00,,2019-10-31 00:00:00+00:00,2019-11-14 00:00:00+00:00,10.0,10.940113503759399,26.8,2.23-5.57,ng/g(ppb) Dry Weight,3.29,1.2,0.949,0.475,3.9540285493499834,2.18,2.33,1.75,0.759,1.95,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,0.421,1.21,1.45,6.752743661827063,3.335623688570193,8.653898214761783,12.085115938990244,11.078884379781666,2.64,1.18,5.522911174960167,2.66,3.43,3.42,24.018179148932088,45.74450248361955,1.95,14.835751056781431,1.34,11.766556011167287,14.441892204438298,10.860771142857143,1.67,187.38558209432964,98.54809847759694,0.752,0.861,0.448,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,1.08,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,35.591,Percent (%),90.2,100.0,88.4,98.6,97.8,102.0,82.5,93.6,79.1179704797048,86.95932361483467,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,89.0,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.25,0.817,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
-13468884.7155,4871497.8612,2,1910013-029,Sediment,ED1100719SD02,Sediment Grab,Feather River Canyon,Paxton,40.03822,-120.99305,2019-10-07 00:00:00+00:00,1899/12/30 12:05:00+00,,2019-10-31 00:00:00+00:00,2019-11-14 00:00:00+00:00,10.0,10.940113503759399,27.9,2.34-5.86,ng/g(ppb) Dry Weight,6.125793258612257,6.501620884351124,4.5768511042328015,7.6902091871890805,3.9540285493499834,0.15,16.25363646135345,14.889619037291094,12.865108881047481,3.2683500187911663,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,17.389967713960633,23.135139206843466,29.832272707225634,6.752743661827063,3.335623688570193,8.653898214761783,12.085115938990244,11.078884379781666,0.782,9.407544197487745,5.522911174960167,0.546,42.21883658636979,31.29961954886747,24.018179148932088,45.74450248361955,1.61,14.835751056781431,93.01097984621897,11.766556011167287,14.441892204438298,10.860771142857143,119.34361389696664,187.38558209432964,98.54809847759694,29.117399816813535,17.812303918569985,10.306691532443363,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,31.98530896135876,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,3.088,Percent (%),80.8,88.8,77.7,88.0,90.1,95.2,83.4,86.5,79.1179704797048,86.95932361483467,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,87.6,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.5959322727272727,0.444991,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
-13465980.39,4869584.599,3,1910013-034,Water,ED1100719WT07,Surface Water,Feather River Canyon,Spanish Creek Campground,40.02506,-120.96696,2019-10-07 00:00:00+00:00,1899/12/30 14:25:00+00,,2019-10-09 00:00:00+00:00,2019-10-25 00:00:00+00:00,1000.0,10.940113503759399,41.2622265625,0.01-0.05,µg/L (ppb),6.125793258612257,6.501620884351124,4.5768511042328015,7.6902091871890805,3.9540285493499834,0.00176,16.25363646135345,14.889619037291094,12.865108881047481,3.2683500187911663,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,17.389967713960633,23.135139206843466,29.832272707225634,6.752743661827063,3.335623688570193,8.653898214761783,12.085115938990244,11.078884379781666,71.55924709130015,9.407544197487745,5.522911174960167,48.8351350200882,42.21883658636979,31.29961954886747,24.018179148932088,45.74450248361955,136.77844554659424,14.835751056781431,93.01097984621897,11.766556011167287,14.441892204438298,10.860771142857143,119.34361389696664,187.38558209432964,98.54809847759694,29.117399816813535,17.812303918569985,10.306691532443363,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,31.98530896135876,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,0.00176,Percent (%),98.3,101.0,101.0,95.5,99.2,95.5,97.4,97.9,79.1179704797048,86.95932361483467,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,95.6,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.5959322727272727,0.444991,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
-13415431.3224,4834762.5632,4,1910013-037,Tissue,ED1100819CF02,Crayfish Tissue,Feather River Canyon,O'Feather,39.7851,-120.51287,2019-10-08 00:00:00+00:00,1899/12/30 08:43:00+00,,2020-02-04 00:00:00+00:00,2020-02-18 00:00:00+00:00,10.0,10.940113503759399,85.0,1.99-4.99,ng/g(ppb) Dry Weight,6.125793258612257,6.501620884351124,2.36666666666667,3.84,3.9540285493499834,3.81333333333333,6.15333333333333,2.90666666666667,12.865108881047481,3.2683500187911663,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,17.389967713960633,23.135139206843466,29.832272707225634,6.752743661827063,3.335623688570193,8.653898214761783,12.085115938990244,11.078884379781666,71.55924709130015,9.407544197487745,5.522911174960167,48.8351350200882,42.21883658636979,31.29961954886747,24.018179148932088,45.74450248361955,136.77844554659424,14.835751056781431,93.01097984621897,11.766556011167287,14.441892204438298,10.860771142857143,119.34361389696664,187.38558209432964,98.54809847759694,29.117399816813535,17.812303918569985,10.306691532443363,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,31.98530896135876,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,12.87,Percent (%),83.0,100.0,85.0,95.4,92.8,99.6,68.0,89.3,79.1179704797048,86.95932361483467,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,90.4,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.5959322727272727,0.444991,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
-13463807.4335,4876333.547,5,1910013-044,Tissue,ED1100719CF04,Crayfish Tissue,Feather River Canyon,Indian Creek,40.07147,-120.94744,2019-10-07 00:00:00+00:00,1899/12/30 13:10:00+00,,2020-02-04 00:00:00+00:00,2020-02-19 00:00:00+00:00,10.0,10.940113503759399,84.8,2-5.01,ng/g(ppb) Dry Weight,6.125793258612257,6.501620884351124,2.03947368421053,4.49342105263158,3.9540285493499834,3.54605263157895,6.71052631578947,2.55263157894737,12.865108881047481,3.2683500187911663,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,17.389967713960633,23.135139206843466,29.832272707225634,6.752743661827063,3.335623688570193,8.653898214761783,12.085115938990244,11.078884379781666,71.55924709130015,9.407544197487745,5.522911174960167,48.8351350200882,42.21883658636979,31.29961954886747,24.018179148932088,45.74450248361955,136.77844554659424,14.835751056781431,93.01097984621897,11.766556011167287,14.441892204438298,10.860771142857143,119.34361389696664,187.38558209432964,98.54809847759694,29.117399816813535,17.812303918569985,10.306691532443363,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,31.98530896135876,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,12.81,Percent (%),79.8,100.0,85.9,97.1,94.0,100.0,70.2,90.3,79.1179704797048,86.95932361483467,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,95.3,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.5959322727272727,0.444991,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
-13627597.3663,5003279.0764,6,1810022-001A,Water,ED1101618WT01,Surface Water,Upper Sacramento River,Fenders Ferry Rd,40.93853,-122.41879,2018-10-16 00:00:00+00:00,1899/12/30 12:39:00+00,2018-10-18 00:00:00+00:00,2018-10-19 00:00:00+00:00,2018-10-29 00:00:00+00:00,1000.0,10.940113503759399,41.2622265625,0.01,µg/L (ppb),6.125793258612257,6.501620884351124,4.5768511042328015,7.6902091871890805,3.9540285493499834,7.712869058118891,16.25363646135345,14.889619037291094,12.865108881047481,3.2683500187911663,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,17.389967713960633,23.135139206843466,29.832272707225634,6.752743661827063,3.335623688570193,8.653898214761783,12.085115938990244,11.078884379781666,71.55924709130015,9.407544197487745,5.522911174960167,48.8351350200882,42.21883658636979,31.29961954886747,24.018179148932088,45.74450248361955,136.77844554659424,14.835751056781431,93.01097984621897,11.766556011167287,14.441892204438298,10.860771142857143,119.34361389696664,187.38558209432964,98.54809847759694,29.117399816813535,17.812303918569985,10.306691532443363,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,31.98530896135876,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,0.0,Percent (%),76.8,76.8,71.2,77.8,79.3,85.6,69.0,88.31530000000001,53.5,73.7,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,87.54767441860466,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.5959322727272727,0.444991,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
-13627597.3663,5003279.0764,7,1810022-003,Sediment,ED1101618SD03,"Sediment Grab (0 to 3"" Depth)",Upper Sacramento River,Fenders Ferry Rd,40.93853,-122.41879,2018-10-16 00:00:00+00:00,1899/12/30 13:07:00+00,2018-10-18 00:00:00+00:00,2019-04-23 00:00:00+00:00,2019-05-22 00:00:00+00:00,486.0029213114754,10.47,17.3,1.91-4.77,ng/g(ppb) Dry Weight,6.125793258612257,0.427828976130772,0.233013995928367,7.6902091871890805,3.9540285493499834,0.532876269377167,1.51459097353438,0.568210358923682,12.865108881047481,1.52509570285902,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,0.223464241996876,23.135139206843466,29.832272707225634,6.752743661827063,3.335623688570193,0.128921678075121,0.209139611099641,0.40968444366094,1.05429283403655,9.407544197487745,5.522911174960167,0.976939827191473,1.27107224828138,1.23764810952116,24.018179148932088,45.74450248361955,1.16888988121443,14.835751056781431,93.01097984621897,11.766556011167287,14.441892204438298,10.860771142857143,1.02086869527633,187.38558209432964,98.54809847759694,0.889082091021761,0.854702976868395,0.328511535243271,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,31.98530896135876,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,13.91,Percent (%),79.4,84.3,76.6,84.8,93.8,100.0,82.0,88.31530000000001,76.0,84.6,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,87.54767441860466,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.5959322727272727,0.444991,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
-13626032.2143,5012214.8149,8,1810022-006A,Water,ED1101618WT06,Surface Water,Upper Sacramento River,Pollard Flat Bridge,40.99914,-122.40473,2018-10-16 00:00:00+00:00,1899/12/30 14:20:00+00,2018-10-18 00:00:00+00:00,2018-10-19 00:00:00+00:00,2018-10-30 00:00:00+00:00,1000.0,10.940113503759399,41.2622265625,0.01,µg/L (ppb),6.125793258612257,6.501620884351124,4.5768511042328015,7.6902091871890805,3.9540285493499834,0.00213,16.25363646135345,14.889619037291094,12.865108881047481,3.2683500187911663,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,17.389967713960633,23.135139206843466,29.832272707225634,6.752743661827063,3.335623688570193,8.653898214761783,12.085115938990244,11.078884379781666,71.55924709130015,9.407544197487745,5.522911174960167,48.8351350200882,42.21883658636979,31.29961954886747,24.018179148932088,45.74450248361955,136.77844554659424,14.835751056781431,93.01097984621897,11.766556011167287,14.441892204438298,10.860771142857143,119.34361389696664,187.38558209432964,98.54809847759694,29.117399816813535,17.812303918569985,10.306691532443363,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,31.98530896135876,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,0.002,Percent (%),77.0,75.4,73.0,74.3,79.3,76.9,66.9,88.31530000000001,55.8,74.7,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,87.54767441860466,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.5959322727272727,0.444991,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
-13626032.2143,5012214.8149,9,1810022-007,Sediment,ED1101618SD07,"Sediment Grab (0 to 3"" Depth)",Upper Sacramento River,Pollard Flat Bridge,40.99914,-122.40473,2018-10-16 00:00:00+00:00,1899/12/30 14:28:00+00,2018-10-18 00:00:00+00:00,2019-04-23 00:00:00+00:00,2019-05-22 00:00:00+00:00,486.0029213114754,9.43,18.2,2.12-5.3,ng/g(ppb) Dry Weight,1.73248483280567,0.58739081846655,0.406084266196189,7.6902091871890805,3.9540285493499834,1.07617631903167,3.11295928342561,1.09102013032866,0.84821778839935,2.25519904490677,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,0.295815953704273,0.970149095481756,29.832272707225634,6.752743661827063,3.335623688570193,8.653898214761783,0.167523013208872,0.230079075103324,2.04632541451343,1.08465849691567,5.522911174960167,2.21066761101581,0.841856154986354,1.62009597584276,0.61071680765,45.74450248361955,1.23415688212105,14.835751056781431,0.7,11.766556011167287,14.441892204438298,10.860771142857143,0.943,187.38558209432964,98.54809847759694,29.117399816813535,17.812303918569985,10.306691532443363,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,31.98530896135876,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,21.99,Percent (%),90.7,95.6,78.9,98.8,106.0,115.0,94.3,88.31530000000001,88.2,95.9,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,87.54767441860466,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.5959322727272727,0.444991,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
-13612069.4106,5045762.102,10,1810022-008A,Water,ED1101618WT08,Surface Water,Upper Sacramento River,Dunsmuir City Park,41.22619,-122.2793,2018-10-16 00:00:00+00:00,1899/12/30 16:19:00+00,2018-10-18 00:00:00+00:00,2018-10-19 00:00:00+00:00,2018-10-30 00:00:00+00:00,1000.0,10.940113503759399,41.2622265625,0.01,µg/L (ppb),6.125793258612257,6.501620884351124,4.5768511042328015,7.6902091871890805,3.9540285493499834,0.00213,16.25363646135345,14.889619037291094,12.865108881047481,3.2683500187911663,4.548435005635818,17.479393501172176,14.261026550262141,8.288451519429268,17.389967713960633,23.135139206843466,29.832272707225634,6.752743661827063,3.335623688570193,8.653898214761783,12.085115938990244,11.078884379781666,71.55924709130015,9.407544197487745,5.522911174960167,48.8351350200882,42.21883658636979,31.29961954886747,24.018179148932088,45.74450248361955,136.77844554659424,14.835751056781431,93.01097984621897,11.766556011167287,14.441892204438298,10.860771142857143,119.34361389696664,187.38558209432964,98.54809847759694,29.117399816813535,17.812303918569985,10.306691532443363,9.855576923076923,65.97605917365343,54.98339652888218,48.32115718947872,67.27229000633525,31.98530896135876,38.42943624122565,11.238480410023103,,8.843333333333334,,21.62742415096371,0.002,Percent (%),68.9,68.7,66.2,70.2,75.0,70.6,62.3,88.31530000000001,51.0,68.8,0.1872366666666667,0.7301065,1.3454715384615383,1.2827825,0.7362825,2.657525384615385,1.6843199999999998,2.694763125,3.4665465517241376,11.494086956521741,7.380222222222222,9.661021666666668,2.7781660606060607,2.7174411538461536,4.475215217391304,5.292724782608696,5.088391176470588,12.170000000000002,87.54767441860466,4.597195257017501,0.13097708333333333,0.36944333333333335,3.8636363636363638,2.4309553658536585,1.932398536585366,1.5959322727272727,0.444991,1.23804,82.33333333333333,78.70833333333333,79.58333333333333,84.74358974358974
